views_final,views3s_1k,impressions_1k,like_1k,comments_1k,views3s_5k,impressions_5k,like_5k,comments_5k
1702,191,2361,19,0,350,12213,36,0
1067,543,2637,46,0,825,13606,67,0
2326,1211,2938,77,2,1786,15047,119,5
1096,560,1844,49,0,961,9193,94,1
1556,773,2510,51,0,1407,12128,119,4
1422,665,2508,0,0,997,12477,7,0
1737,726,2030,43,0,1378,10311,76,0
1133,547,1668,56,1,790,8301,82,1
1197,648,2258,24,0,1131,11288,38,0
2449,974,2600,67,0,1680,13636,100,0
1161,843,2576,115,0,1080,13430,150,0
1760,784,1771,48,0,1425,9083,110,1
1599,300,2367,28,0,450,11957,45,0
1318,677,2260,28,0,1229,11737,49,0
1057,540,1778,47,0,927,8865,91,1
1111,446,2791,26,0,887,14615,55,0
1713,901,2455,107,2,1441,12477,142,2
2151,868,2803,75,2,1540,14005,129,5
2418,356,2955,25,0,490,14201,34,0
1125,522,2044,4,0,781,10171,10,0
1096,512,1662,27,0,669,8028,35,0
2198,1080,2160,26,0,1624,11126,59,0
1025,153,1874,18,0,279,9495,41,1
1698,298,2467,2,0,381,11930,4,0
2308,1042,2984,118,2,1554,14471,153,2
1101,163,1637,1,0,222,8598,0,0
1092,645,1687,13,0,890,8606,15,0
1580,1041,2549,177,7,1317,12566,235,12
2368,1000,2612,186,16,1516,13753,282,24
1823,959,2613,114,2,1533,13279,151,2
1159,442,2104,10,0,814,10233,22,0
1118,449,2808,26,0,893,14703,55,0
2374,242,2735,5,0,293,13517,8,0
1148,444,2526,14,0,786,12583,27,0
1675,706,2548,59,2,1329,12975,119,7
1864,847,3009,23,0,1337,14291,28,0
1004,529,1938,2,0,797,10066,0,0
1287,602,2727,19,2,1128,14182,34,5
1142,611,1756,3,0,907,8708,0,0
1668,1004,1996,53,1,1316,9733,72,1
2424,1148,2680,130,5,1667,13411,165,7
1142,415,1494,1,0,705,7467,0,0
1288,623,2149,37,0,875,10974,57,0
1530,1063,2152,52,2,1361,10946,70,2
2001,303,2573,32,0,523,13400,61,0
1906,804,1846,48,5,1272,9667,79,7
1419,646,2001,74,10,915,10407,111,14
1535,588,2019,28,0,944,10096,40,2
1297,686,2407,63,0,1149,11759,82,2
1091,530,1878,50,0,1004,9314,103,1
1859,889,2398,38,2,1319,11953,74,4
1045,638,2969,32,0,869,14763,46,0
1358,627,1943,50,4,1010,10001,86,8
1730,274,2032,15,0,385,9810,23,0
1484,1023,2941,102,0,1410,14156,131,0
1039,617,2573,71,2,916,12173,103,4
1200,569,2770,8,0,972,13563,16,0
2086,880,2020,53,6,1392,10580,87,8
1604,723,2589,7,0,1031,12459,17,2
1099,668,2701,69,0,835,13239,82,0
1444,1003,2032,49,2,1285,10332,66,2
1116,708,1965,2,0,1043,10124,14,0
1222,648,1560,16,0,1102,7675,33,1
1487,724,2814,107,0,1252,14127,189,2
1049,367,2049,10,0,678,10768,25,2
1234,412,1885,33,0,770,9291,70,0
2784,332,2940,44,0,400,15061,53,0
2702,1195,2833,103,0,2202,13732,155,0
1703,753,1785,65,0,1388,8655,98,0
2111,1116,2871,88,2,1431,14756,91,2
1642,268,2079,10,0,455,10817,19,0
1608,551,2085,18,0,1009,10459,31,0
1579,706,2929,50,0,1362,14732,109,0
2592,1361,2987,55,0,1894,14632,67,0
2014,296,2461,21,0,408,11829,28,0
1734,800,2481,64,5,1290,12772,110,10
1807,739,2783,45,0,1434,14159,76,0
1268,620,1854,73,3,811,9385,94,5
2058,155,2717,10,0,231,13189,18,0
1060,500,2158,14,0,832,10464,25,0
1250,140,2250,0,0,214,11529,2,0
1482,178,1561,9,0,311,8158,19,1
1546,911,2010,35,2,1143,10436,27,2
1602,758,2308,4,0,1213,11873,0,0
1052,741,2182,31,0,935,10447,31,0
1572,572,1834,45,3,1100,8752,96,8
1416,585,2228,64,0,976,11142,122,0
1223,718,2070,11,1,1040,9891,11,1
2074,1080,2962,127,0,1332,14949,148,0
1960,954,2824,51,0,1494,13563,79,0
1678,241,2047,20,0,429,10451,37,0
1895,930,2843,91,2,1603,14297,146,5
2907,1227,2815,73,8,1940,14741,121,11
1437,209,1501,9,0,370,7616,16,0
1822,434,2077,75,0,544,10528,89,0
1035,473,1781,46,1,732,8670,67,1
1600,721,2568,25,0,962,12965,44,0
1657,930,2750,42,0,1356,14235,80,0
1373,549,2657,52,0,1011,13170,110,0
1653,850,2516,14,0,1163,12388,24,0
1624,656,2142,79,0,1020,10454,118,0
1971,712,2382,21,0,1388,11690,77,2
1397,815,1740,100,0,1037,8591,128,0
1055,516,1933,28,0,695,9543,44,0
1193,128,2373,16,0,166,11416,22,0
2343,1372,2690,73,0,2147,13693,105,0
1475,688,2132,76,4,1345,10547,172,10
1309,612,2772,20,2,1146,14419,34,5
2331,911,2303,96,7,1603,11600,164,14
1032,713,2833,54,5,892,13630,63,5
1854,749,2446,90,0,1165,11937,135,0
1284,642,2107,60,2,1127,10473,94,4
1625,934,2364,80,0,1366,11940,92,0
1463,587,2248,11,0,934,11298,15,0
1903,1021,2216,31,4,1605,11200,27,4
1051,474,2476,12,0,668,12101,24,0
1582,764,2328,79,2,1103,11588,114,2
1914,1145,2296,23,0,1539,11692,23,0
2125,1416,2802,88,0,1776,14285,119,2
1412,246,1505,36,0,366,7838,61,0
1579,1122,2158,139,2,1406,11210,150,4
1157,455,2752,10,0,758,13423,10,0
1730,879,2081,71,0,1402,9902,121,1
1570,731,1923,45,1,1196,9772,78,3
1251,505,2550,7,0,995,12327,7,0
1412,205,1470,23,3,353,7629,41,6
1539,729,1702,82,3,1059,8518,104,5
1789,687,2561,104,2,1297,12458,171,4
1069,670,2405,4,0,921,11940,14,0
2257,1110,2685,44,0,1860,14002,63,0
1397,741,2369,26,0,896,12135,46,0
1423,672,1666,3,0,1084,8333,0,0
1697,671,1757,75,0,1042,8616,119,0
1141,824,2482,35,0,1026,11958,45,2
2487,1175,2830,164,16,1871,13678,290,32
1194,92,1774,1,0,176,8551,5,0
1086,113,1686,0,0,136,8058,0,0
1404,672,2348,64,4,1142,11138,120,8
1316,610,2677,106,0,1168,13095,207,0
2216,1064,2220,75,0,1332,11197,84,0
1013,535,2416,51,2,685,12260,61,4
1105,215,2311,16,0,287,11601,18,0
2026,321,2643,8,0,476,13419,13,0
1607,1141,2975,36,0,1521,14204,42,0
1773,741,2159,44,4,1467,11156,109,11
1755,859,2632,121,0,1071,12979,136,0
1613,533,2921,34,0,1041,14369,63,0
1471,733,1849,100,0,1386,9129,186,1
1735,962,2546,49,2,1628,13058,94,7
1087,75,1722,1,0,92,8545,3,0
2177,787,2630,23,0,1532,12910,85,2
1136,677,2903,47,0,883,13930,55,0
1061,450,2789,14,0,776,14593,31,0
1029,660,2006,55,6,834,10143,67,6
1332,503,2166,74,4,818,10650,131,8
1758,631,2742,34,0,1069,14362,72,0
1795,179,2892,5,0,334,14992,14,0
2079,1345,2853,30,0,1840,14037,11,0
1548,628,1840,46,0,1097,9361,74,1
1149,687,2579,28,0,859,13083,28,0
1299,610,2635,47,2,1098,13136,79,5
1519,627,2822,55,11,1069,13995,86,19
1588,770,2828,130,8,1389,14994,234,14
1689,798,1850,40,0,1102,9118,45,0
1344,653,2312,62,0,1237,11471,127,2
2240,86,2344,4,0,163,11589,11,0
1037,579,2343,14,0,844,12144,19,0
2444,518,2997,35,0,638,14726,38,0
1162,539,2412,11,0,895,11713,32,0
1864,351,1903,11,0,501,9916,17,0
1834,1065,2753,152,0,1359,13285,181,0
1224,248,1962,22,0,328,9909,32,2
2495,1305,2887,64,0,2362,14585,109,2
1161,739,2123,103,2,1072,10506,150,4
1150,614,1689,93,1,809,8700,121,3
1288,629,2007,19,0,1033,9896,33,0
1428,830,1587,67,4,1286,8243,91,6
1170,481,2478,10,0,737,12632,22,0
1023,396,2252,13,0,701,11221,24,0
1327,548,2465,48,9,934,12224,75,16
1099,547,2424,19,0,861,11909,28,0
1076,600,2776,105,2,920,13987,158,2
1271,140,3023,0,0,205,14744,0,0
1397,896,2428,53,0,1098,11700,74,2
1613,731,2831,109,8,1459,14645,232,23
1763,287,2101,18,0,510,10504,35,0
1446,559,2168,74,6,1023,10961,138,11
1282,573,2379,40,0,1106,11964,89,0
1122,775,2657,35,0,951,12845,51,0
1044,160,1948,11,0,254,9458,18,0
1745,844,2910,50,0,1186,14864,77,0
2369,951,3109,47,5,1700,14885,92,11
1351,959,1950,52,0,1260,10044,60,0
1152,598,1855,10,0,924,8961,16,0
1858,275,2164,12,2,395,10307,12,2
2224,907,2453,51,0,1693,11644,119,0
1412,109,2098,2,0,209,10111,6,0
1309,629,2297,49,0,1237,11238,78,0
1171,599,2832,49,0,970,13866,79,0
2463,1203,2573,50,2,2084,13335,72,2
1054,644,1791,7,0,870,9149,16,0
2617,1607,3024,38,2,2127,14560,32,2
2018,240,2130,32,0,290,10914,39,0
1234,221,1901,11,0,319,9357,18,0
1628,1145,2901,162,0,1414,14559,199,0
1877,808,2926,63,0,1275,14442,108,0
1087,556,1877,33,0,748,9882,45,0
1955,926,2818,5,0,1481,14495,0,0
2867,2234,2969,104,11,2707,14558,90,8
2559,356,2549,13,0,684,13335,15,0
1225,85,2145,0,0,154,10340,4,0
1545,217,2817,13,0,414,13838,30,2
1079,517,2164,8,0,993,10361,41,0
1033,503,1471,7,0,877,7580,3,0
1732,1101,2017,48,0,1564,10561,75,0
1369,501,2752,8,0,832,13651,13,0
1321,698,1796,55,1,895,9230,57,1
1284,549,1621,62,0,873,8287,95,0
2100,414,2474,15,0,509,12475,22,0
1288,497,1544,64,3,894,7976,119,6
2266,1161,2309,15,0,2032,11344,24,0
1995,204,2802,5,0,360,13352,13,0
1656,1102,2018,107,3,1372,9858,154,5
2319,291,2518,7,0,561,12359,9,0
1561,255,1610,13,0,358,8360,23,0
1960,393,2053,34,0,550,10722,53,0
1189,524,2866,10,0,854,13782,24,0
1316,510,2108,19,0,802,10641,27,0
1876,764,2835,28,0,1151,14309,57,0
1412,927,1710,42,0,1148,8941,30,0
1683,616,2602,15,0,1118,13021,36,0
2124,1218,2517,100,12,1525,12165,139,17
1094,517,2228,15,0,859,10803,25,0
1176,813,2787,37,0,997,13472,53,0
1037,618,2650,43,0,806,12716,50,0
1901,673,2664,8,0,1283,14004,0,0
1875,690,2924,53,0,1303,15093,95,0
1377,559,1637,41,0,975,8327,66,1
1691,984,2096,92,6,1317,10701,116,8
1154,469,2351,22,0,884,11451,32,0
1091,667,2906,86,5,800,14961,112,5
1421,747,1994,26,0,1162,10439,37,0
1454,654,1581,42,0,928,7925,83,0
1263,117,1667,17,1,216,8827,36,5
1659,224,1973,0,0,434,9606,7,0
1977,1319,3046,158,2,1753,14826,224,5
1354,562,1960,93,5,1098,9844,171,9
2649,1379,2644,59,2,2251,13604,38,2
1202,566,2513,45,2,749,12539,65,5
1270,622,2327,34,0,837,11488,53,0
1567,646,2306,87,0,1233,11854,149,2
1533,933,1728,36,1,1318,9082,10,0
1382,639,2777,76,2,1127,13372,127,5
1182,607,2026,25,0,1102,10524,44,0
1212,570,2899,54,0,992,14503,101,0
1562,959,1599,54,4,1197,8014,54,4
1127,539,2216,6,0,929,10676,23,0
1978,870,2824,79,0,1587,13610,158,0
1507,622,2028,6,0,1147,10166,8,0
1125,546,1935,52,0,1035,9601,106,1
1657,637,2323,7,0,1154,11760,18,0
2656,1632,3070,38,2,2159,14782,32,2
1212,561,2626,19,0,1076,13498,46,0
1698,1205,2451,65,0,1583,12624,76,0
1476,600,3004,29,0,1130,14634,41,0
2018,890,2940,40,0,1765,14455,75,0
1585,561,2222,6,0,1070,11680,0,0
1387,720,1664,33,1,1183,8263,43,3
1668,751,2243,76,0,1460,11528,147,2
1203,551,2155,45,4,1049,10897,95,10
1982,1051,2785,32,0,1426,13331,69,0
1228,521,1589,11,0,770,8244,4,0
1388,238,1682,29,0,336,8784,43,0
2218,437,2988,23,0,537,14500,35,0
2166,1276,2816,49,2,1601,14619,38,2
1516,578,2753,13,0,1066,13390,29,0
1754,326,1787,5,0,455,8865,14,0
1391,617,2222,35,0,991,11004,57,0
1551,518,1710,43,1,945,8753,78,3
1841,940,2614,48,0,1376,13384,37,0
1123,551,1883,36,0,721,9584,49,0
1684,843,1766,36,0,1340,9216,56,0
1436,517,2961,76,0,907,14285,125,2
1309,210,2634,12,0,317,12710,15,0
1596,629,2339,91,13,1094,11412,159,22
2212,480,2634,5,0,610,12948,18,0
1556,202,2113,18,0,255,10342,24,0
1736,806,2429,18,0,1168,11509,18,0
1374,728,2330,26,0,881,11933,45,0
1779,690,2918,8,0,1327,14838,5,0
2841,1357,2964,70,0,2052,14619,111,0
1571,545,1941,3,0,948,9274,0,0
1335,646,2314,96,0,1136,11759,171,0
2195,869,2401,130,2,1524,12630,236,5
2025,661,2470,12,0,1307,12544,34,0
1483,1011,1919,59,0,1235,10004,67,0
1083,665,1985,91,5,923,9995,108,7
1298,97,1595,1,0,186,8296,0,0
1501,823,2246,32,0,1290,11401,68,0
1152,518,2145,19,0,1017,11043,50,0
1295,487,1707,59,4,864,8217,86,8
1392,838,1666,44,1,1099,8125,60,1
1139,527,1647,9,0,763,8017,4,0
2056,765,2543,55,0,1358,13241,104,2
1380,626,1759,10,0,852,8510,5,0
1484,861,2689,123,8,1261,14071,163,11
2335,1085,2450,39,0,1420,12197,51,0
1019,435,2380,2,0,668,12000,4,0
1627,818,2965,51,0,1267,14257,91,0
1272,582,1838,48,0,1055,9232,96,0
1500,682,1982,28,1,1208,9458,55,3
1973,942,2895,2,0,1849,14584,29,0
1073,580,2931,61,0,915,14767,88,0
1199,194,2051,0,0,341,10350,0,0
2091,1311,2545,66,0,1818,13265,66,0
1365,675,1871,25,0,1066,9143,54,3
1189,682,2190,57,0,876,11103,66,0
2302,913,2720,5,0,1669,13050,34,2
1365,793,2049,113,0,1011,9891,135,0
1184,547,2759,37,0,878,13587,78,0
1638,269,2567,38,5,488,12624,71,7
1552,226,1571,19,0,412,8156,35,0
2269,359,2512,9,0,677,12283,19,0
1165,653,2352,33,2,994,11922,55,4
1131,403,2919,47,5,727,14683,91,11
1004,601,2290,79,4,907,11763,115,4
2067,128,2244,6,0,188,11478,6,0
1622,578,2844,87,8,991,13749,142,13
1331,640,1583,23,0,1103,7905,54,1
1841,857,2020,3,0,1446,9910,0,0
1149,575,2205,43,0,690,10813,45,0
1013,495,1595,10,0,875,7822,18,0
1124,603,2714,51,0,749,13574,59,0
1558,709,2390,25,0,1068,11458,46,0
1883,906,2174,80,0,1291,10685,106,0
1739,1142,2106,52,0,1413,11010,37,0
2029,947,2933,105,5,1851,14512,236,14
2268,843,2466,30,0,1426,12921,30,0
1240,432,2939,40,0,767,14401,86,2
1180,831,2447,35,0,1049,11717,35,0
2758,1550,2908,5,0,2321,14718,29,0
1238,512,1747,38,0,885,8686,72,0
1771,1078,2671,35,0,1663,13453,54,2
1022,418,1574,25,0,811,8010,43,0
1602,556,2067,21,0,1009,10723,36,0
1903,931,2957,35,0,1641,14494,37,0
1363,647,2113,39,0,1000,10423,56,0
2130,1142,2609,135,10,1385,12700,153,12
2599,153,2550,7,0,221,12973,10,0
1115,450,1679,40,0,744,8885,70,1
1314,585,2840,37,0,1031,14303,62,0
1139,561,2731,29,2,1002,13569,67,5
2588,146,2533,18,0,249,13215,34,0
1677,774,2386,24,2,1529,11997,50,4
1943,883,2776,83,0,1261,13968,127,0
1343,676,2428,17,0,1250,12137,41,0
1106,704,2022,98,2,1021,10009,143,4
1369,818,2212,12,0,1104,10615,25,0
1330,56,1614,0,0,83,7885,0,0
1408,532,2728,8,0,959,14187,14,0
2262,727,2951,17,0,1452,14722,23,0
1409,665,2724,42,0,1070,13431,69,0
1567,1038,2684,23,0,1465,13180,26,0
1316,136,2691,13,0,184,13071,21,0
2398,929,2564,208,2,1560,12498,355,2
2131,1136,2651,70,7,2005,13062,102,10
1207,242,1637,23,1,346,7936,33,3
1271,513,2591,7,0,1011,12524,7,0
2403,1355,2582,75,5,2220,12471,128,12
1106,239,1751,20,0,307,8527,28,0
2559,821,2559,39,0,1541,13015,70,0
1698,711,2562,47,0,1071,12559,69,2
1593,1131,2950,36,0,1509,14085,42,0
1598,111,2532,2,0,136,12560,5,0
1402,537,1845,25,0,863,9225,37,1
1061,410,1622,57,1,773,8211,106,3
1199,852,2564,15,0,1121,12624,30,0
1436,843,2430,13,2,1221,11611,13,2
2241,1185,2428,4,0,1575,11742,16,0
1033,574,1847,42,0,933,9493,68,0
1297,921,2774,16,0,1213,13655,32,0
1454,912,2602,64,0,1382,12341,89,0
1752,601,2237,28,0,1122,11045,46,0
1008,475,2642,19,0,872,13609,32,0
1888,62,2500,2,0,118,12626,5,0
1480,545,2804,34,2,1079,14191,59,5
1962,202,2532,5,0,375,12612,12,0
1479,723,2163,86,4,946,10950,110,6
1643,324,2213,17,0,397,10740,25,0
2243,301,2387,6,0,585,11497,13,0
1794,763,2613,86,12,1412,12754,152,22
1962,358,2883,23,0,559,14668,41,2
1557,553,1894,73,3,1100,9482,143,7
1470,577,2334,36,0,969,11453,62,0
2119,1041,2318,23,0,1442,11663,53,2
2244,523,2726,26,0,631,13177,31,0
1094,633,2910,43,2,797,14735,70,5
1410,193,1890,3,0,231,8969,3,0
1234,722,2775,11,0,905,14680,11,0
1312,509,1912,17,0,820,9681,25,0
1438,669,2811,24,0,1052,13822,60,2
1420,856,2747,82,0,1335,13399,148,0
1843,288,3075,2,0,523,14778,11,0
1366,617,1968,5,0,1061,9596,28,0
2213,999,2920,63,0,1869,14440,109,0
1346,606,2641,59,5,1202,13533,122,13
1545,205,2304,0,0,389,11094,2,0
2232,862,2840,24,0,1391,13726,32,0
2138,931,2919,56,0,1736,14705,124,2
2056,687,2928,20,0,1283,14694,59,2
2299,1412,2657,33,2,1869,12794,28,2
1657,552,2608,31,0,1099,12934,59,0
1195,516,2379,26,0,985,12155,53,0
1010,508,1842,31,0,787,8856,56,0
1440,770,2918,46,0,1329,14709,67,2
1046,494,2477,17,0,813,12806,35,0
1035,685,1861,7,0,929,9354,9,0
1241,247,2759,22,0,335,14127,22,0
2462,418,2739,11,0,711,13972,19,0
1157,439,2778,51,0,741,14281,71,2
2014,299,2703,10,0,495,13225,10,0
1313,191,3044,5,0,317,15056,8,0
2468,1639,2615,170,0,1982,12799,206,0
2735,2131,2832,99,11,2583,13890,85,8
2370,1183,3074,161,0,1842,14923,242,0
1879,917,2894,58,0,1534,14028,80,0
1194,452,1889,10,0,886,8974,41,0
2123,406,2280,8,0,495,11196,15,0
1346,857,2461,120,2,1243,12180,174,4
1090,507,2126,28,0,926,11173,46,0
1130,444,1712,14,0,788,8105,24,0
1887,630,2017,37,2,1131,10352,84,4
1100,210,1786,10,0,298,9216,16,0
1774,591,1834,20,0,1172,9113,34,0
1429,846,1905,28,0,1085,9523,40,0
1200,548,2065,53,1,849,10052,77,1
1705,848,2642,30,0,1473,12865,59,0
1513,594,2514,50,0,948,13218,87,0
1294,632,2016,20,0,1038,9939,34,0
1279,641,2738,51,0,1081,13582,95,2
1556,593,2825,13,0,1094,13739,30,0
1033,584,2520,44,0,928,13104,73,0
1527,630,2656,53,0,1061,13421,91,0
2126,891,2964,32,0,1677,14677,41,0
1133,502,2766,41,0,998,13778,85,0
1005,419,2762,23,0,827,13177,50,0
1028,613,2191,10,0,797,10641,19,0
2319,893,2906,80,5,1500,14274,169,11
2306,407,2684,15,0,645,13096,34,2
1668,704,2288,26,0,1075,11751,35,0
1762,858,2510,12,0,1495,12930,5,0
1015,432,1506,15,0,645,7689,27,0
1617,618,2128,75,0,1131,10478,132,0
1420,540,1889,19,0,882,9757,44,0
2530,875,2905,5,0,1736,14949,17,0
2515,1545,2575,88,7,1927,12903,88,7
2251,980,2454,41,4,1782,12122,83,12
2305,1074,2338,45,0,1980,11829,83,0
2163,91,2624,0,0,135,12821,0,0
1795,844,2101,73,2,1475,10745,112,6
1199,496,1887,54,0,827,9437,103,0
1894,743,3007,47,0,1249,14756,80,0
1802,608,2480,12,0,1193,12821,23,0
1919,326,2135,8,0,555,10893,15,0
1658,754,2209,38,0,1499,10621,63,2
1214,771,1646,33,0,1137,7964,46,0
1988,977,2948,100,0,1666,14433,138,0
1237,555,2360,45,0,1084,11869,81,2
1992,75,2352,7,0,118,12197,12,0
1515,995,2272,71,2,1400,11077,66,2
2474,929,2896,19,0,1684,14244,34,0
1469,702,3037,34,0,944,14661,52,2
1717,156,1809,38,1,192,8746,46,1
1741,269,3077,11,0,438,14665,20,0
1267,472,1568,33,0,837,8164,64,1
1227,464,2780,50,0,920,13442,98,0
1758,1157,2785,32,0,1609,14605,49,0
1820,761,2216,45,4,1506,11450,112,11
1887,655,2435,25,0,1189,12633,42,0
1024,351,1793,15,0,643,8586,30,0
1800,875,2001,26,0,1314,10346,28,0
1052,90,1690,11,0,180,8188,24,0
1265,607,2538,9,0,1165,12152,48,0
1723,950,2693,25,0,1205,14236,19,0
1129,172,2826,29,0,323,14905,56,2
2902,479,2899,23,0,762,14717,44,0
1917,772,2399,54,0,1460,11856,78,0
1495,557,1850,40,0,988,9632,76,1
1252,576,2116,15,0,924,10835,21,0
1138,680,2553,28,0,851,12954,28,0
1224,187,2453,4,0,363,11917,4,0
1582,623,2861,37,0,1082,14555,75,0
1262,587,1984,24,0,959,10175,45,0
1670,879,1979,51,6,1186,10197,98,10
1507,335,2964,14,0,437,15106,14,0
1676,327,1671,16,0,500,8413,27,0
1447,620,1546,18,0,1183,7543,46,3
1181,794,2455,47,0,977,11791,73,2
2036,707,2463,14,2,1319,12239,39,4
2490,407,2568,21,0,571,13335,37,0
1427,576,2260,45,2,976,11049,78,6
1151,854,1617,43,0,1046,7740,52,0
1415,761,2224,44,0,954,11262,60,0
2337,1087,2861,67,2,1779,14538,117,5
1360,699,1743,51,0,999,8500,71,0
1773,871,1742,21,0,1310,8974,48,0
2563,926,2674,200,5,1560,13490,346,8
1610,357,2609,30,0,473,12606,37,0
1955,876,2353,41,2,1726,12313,70,4
1122,701,2776,14,0,1024,14262,8,0
1135,624,2361,21,0,979,12000,31,2
1681,927,2963,40,2,1292,14733,55,2
1914,950,2454,55,2,1196,12562,71,5
1261,774,2310,106,6,1074,11631,126,9
1521,355,1847,17,0,427,8930,21,0
1874,698,2319,50,0,1238,12075,95,2
1838,975,2347,25,0,1659,11547,50,2
2910,581,2827,0,0,778,14779,0,0
1222,625,2109,37,0,840,11106,51,0
1560,163,2421,0,0,195,11569,0,0
1016,482,2346,6,0,823,11487,13,0
1190,596,2681,29,0,1114,13694,65,2
1184,776,2057,16,0,1046,10133,36,0
1626,991,2899,29,0,1290,14789,26,0
1947,175,2485,9,0,324,12126,16,0
2580,1149,2525,99,13,1850,13141,169,20
1729,948,2836,8,0,1570,14072,0,0
1316,467,1638,22,0,829,7907,50,0
2116,930,3021,84,0,1698,14559,169,0
1316,582,1891,56,1,963,9506,92,1
2129,1214,3006,76,5,1880,14641,90,5
1034,483,1568,25,0,631,7570,33,0
1357,761,2740,39,2,1158,13884,64,5
1885,970,2417,71,0,1385,11782,99,0
1303,691,2200,109,6,1235,11355,186,11
1244,719,1798,25,0,1006,9244,31,0
1793,914,3094,98,2,1206,15012,125,5
1840,669,2439,22,0,1306,12504,65,2
1467,595,1744,44,0,1039,8871,70,1
1294,735,1867,27,0,942,9745,33,0
2008,945,2798,91,0,1746,13336,136,0
2731,517,2850,17,0,758,14807,38,0
1335,704,2395,25,2,1016,12458,50,5
1043,550,2299,17,0,912,11157,26,0
1004,405,2569,56,2,693,12860,99,5
1713,327,1839,7,0,400,9032,12,0
1395,517,2253,35,0,844,11924,70,0
1636,605,2469,14,0,1036,12375,32,0
1426,824,2223,20,0,1200,11531,39,2
1589,771,2616,10,0,1214,12931,28,0
1831,953,1827,41,1,1556,9403,26,1
1756,735,2074,14,0,1160,10600,21,0
1588,252,2150,12,0,443,10440,22,0
1250,187,2232,2,0,361,11506,6,0
1608,848,2153,6,0,1320,10756,4,0
1721,964,2890,131,0,1376,13955,193,2
2390,1176,2843,47,0,1969,14824,67,0
2126,1008,2222,93,4,1819,11453,144,6
1424,623,2267,35,0,1074,11779,46,0
1141,79,1808,1,0,97,8968,3,0
1032,369,2783,11,0,733,14076,28,0
1920,266,2422,4,0,384,12212,7,0
1295,595,2870,30,0,1042,14078,53,2
2333,1022,2277,112,2,1771,11665,169,4
1480,933,2581,29,0,1164,13139,23,0
1410,645,2660,65,5,1200,13533,114,10
1344,552,1668,32,0,823,8123,55,1
1764,904,1797,12,0,1582,8828,19,0
1635,297,1764,27,0,399,9035,36,0
1749,994,2792,96,8,1559,14202,147,14
1124,818,2662,81,0,1012,13515,84,2
1564,658,2313,9,0,1216,11624,25,0
1833,100,2329,2,0,194,11250,6,0
2178,1210,2251,59,8,1784,11110,112,17
1930,310,2613,2,0,493,12918,0,0
2644,531,2769,46,0,743,14463,72,0
1360,773,1679,117,0,1213,8384,184,0
1071,443,1511,33,0,766,7516,63,0
1962,664,2663,28,0,1259,13057,46,0
1732,213,2060,0,0,326,10636,0,0
2199,441,2982,43,2,631,14458,60,5
1515,517,2289,21,0,947,11910,43,2
1065,545,1820,10,0,993,9044,14,0
2142,873,2362,49,0,1630,11212,114,0
1209,587,1536,24,0,1016,8027,43,0
1309,785,2518,71,0,1169,13168,126,0
1099,659,2114,59,0,982,11055,106,0
1137,599,2039,21,2,865,10611,42,4
1613,825,1952,126,0,1319,9653,229,1
2493,463,2541,7,0,647,12602,20,0
1083,432,2317,43,2,839,11851,98,9
1779,1065,2134,21,0,1431,10867,21,0
2158,802,2347,29,0,1357,12297,29,0
1745,609,2419,71,0,1114,11869,123,2
1494,595,1831,9,0,963,9099,16,0
1558,731,2834,43,0,1195,13643,60,0
1358,162,3030,2,0,203,14765,8,0
1998,781,1974,82,6,1373,9940,140,12
1791,1158,2528,85,2,1434,13000,93,2
1194,395,2914,14,0,787,14036,25,0
1267,828,2833,87,11,1156,14509,120,17
1612,255,2483,26,0,368,12234,41,0
1555,278,1800,17,1,392,8812,29,3
1788,1179,3023,87,0,1539,14668,137,2
1507,763,1857,18,0,1064,9219,23,0
1499,317,1624,20,0,423,8032,33,0
2197,1016,2643,89,0,1862,12979,180,0
1288,721,1903,50,3,1072,9691,52,3
1100,692,2606,24,0,854,13446,35,0
1447,607,2019,21,0,1142,9995,27,0
1220,853,2520,147,5,1136,12613,198,7
1675,173,2128,4,0,251,11019,4,0
1741,131,2298,8,0,196,11157,15,0
1161,612,1851,17,0,1090,9673,48,3
1161,508,1536,28,1,880,7791,62,4
2405,1015,2709,19,0,1558,14327,39,2
1229,217,1603,4,0,304,8298,6,0
1069,444,1547,74,4,866,7770,135,7
1743,807,1800,56,1,1347,9187,77,3
1657,297,2553,14,0,429,12566,24,0
1209,643,2786,28,0,1048,14346,46,0
1544,651,1721,17,0,1192,8929,28,1
1371,744,2312,40,2,1015,12173,74,2
1661,701,1609,42,5,1109,8425,69,6
2610,1153,2767,29,0,1934,13662,35,0
1025,739,2440,45,2,903,12751,50,2
1464,563,2287,7,0,1113,11699,0,0
1479,831,1842,42,0,1221,9202,61,0
1469,776,1592,3,0,1032,7696,10,0
1644,842,1675,11,0,1474,8230,18,0
2156,488,2271,7,0,617,11728,2,0
1204,529,2022,10,0,915,10635,18,0
2278,911,2847,31,2,1727,14475,46,2
2704,1293,2964,55,0,2221,14650,79,2
1610,585,2106,2,0,995,10528,0,0
1031,484,1876,29,0,791,9031,40,0
1131,516,1905,15,0,994,9552,28,0
1731,806,2174,80,0,1187,10363,130,0
1018,179,1730,13,0,252,8596,18,0
2315,397,2806,49,0,560,14646,72,0
1403,588,2138,49,0,1066,10891,82,2
1871,687,2094,55,4,1249,10301,110,8
1162,441,2890,45,2,700,14177,78,2
